prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,head,payload_path
B03,logical_relational,conditional_negation,,"If no bird can swim, then this duck cannot swim.",11,10,results\gpt2\graph_payloads\B03_layer11_head10.json
B03,logical_relational,conditional_negation,,"If no bird can swim, then this duck cannot swim.",11,11,results\gpt2\graph_payloads\B03_layer11_head11.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,0,results\gpt2\graph_payloads\B04_layer8_head0.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,1,results\gpt2\graph_payloads\B04_layer8_head1.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,2,results\gpt2\graph_payloads\B04_layer8_head2.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,3,results\gpt2\graph_payloads\B04_layer8_head3.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,4,results\gpt2\graph_payloads\B04_layer8_head4.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,5,results\gpt2\graph_payloads\B04_layer8_head5.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,6,results\gpt2\graph_payloads\B04_layer8_head6.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,7,results\gpt2\graph_payloads\B04_layer8_head7.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,8,results\gpt2\graph_payloads\B04_layer8_head8.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,9,results\gpt2\graph_payloads\B04_layer8_head9.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,10,results\gpt2\graph_payloads\B04_layer8_head10.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",8,11,results\gpt2\graph_payloads\B04_layer8_head11.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,0,results\gpt2\graph_payloads\B04_layer11_head0.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,1,results\gpt2\graph_payloads\B04_layer11_head1.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,2,results\gpt2\graph_payloads\B04_layer11_head2.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,3,results\gpt2\graph_payloads\B04_layer11_head3.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,4,results\gpt2\graph_payloads\B04_layer11_head4.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,5,results\gpt2\graph_payloads\B04_layer11_head5.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,6,results\gpt2\graph_payloads\B04_layer11_head6.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,7,results\gpt2\graph_payloads\B04_layer11_head7.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,8,results\gpt2\graph_payloads\B04_layer11_head8.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,9,results\gpt2\graph_payloads\B04_layer11_head9.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,10,results\gpt2\graph_payloads\B04_layer11_head10.json
B04,logical_relational,transitive_comparison,,"If Carl is taller than Dana, and Dana is taller than Eric, then Carl is tallest.",11,11,results\gpt2\graph_payloads\B04_layer11_head11.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,0,results\gpt2\graph_payloads\B05_layer8_head0.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,1,results\gpt2\graph_payloads\B05_layer8_head1.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,2,results\gpt2\graph_payloads\B05_layer8_head2.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,3,results\gpt2\graph_payloads\B05_layer8_head3.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,4,results\gpt2\graph_payloads\B05_layer8_head4.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,5,results\gpt2\graph_payloads\B05_layer8_head5.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,6,results\gpt2\graph_payloads\B05_layer8_head6.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,7,results\gpt2\graph_payloads\B05_layer8_head7.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,8,results\gpt2\graph_payloads\B05_layer8_head8.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,9,results\gpt2\graph_payloads\B05_layer8_head9.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,10,results\gpt2\graph_payloads\B05_layer8_head10.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",8,11,results\gpt2\graph_payloads\B05_layer8_head11.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,0,results\gpt2\graph_payloads\B05_layer11_head0.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,1,results\gpt2\graph_payloads\B05_layer11_head1.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,2,results\gpt2\graph_payloads\B05_layer11_head2.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,3,results\gpt2\graph_payloads\B05_layer11_head3.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,4,results\gpt2\graph_payloads\B05_layer11_head4.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,5,results\gpt2\graph_payloads\B05_layer11_head5.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,6,results\gpt2\graph_payloads\B05_layer11_head6.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,7,results\gpt2\graph_payloads\B05_layer11_head7.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,8,results\gpt2\graph_payloads\B05_layer11_head8.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,9,results\gpt2\graph_payloads\B05_layer11_head9.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,10,results\gpt2\graph_payloads\B05_layer11_head10.json
B05,logical_relational,conditional_order,,"If the lamp is above the desk, then the desk is below the lamp.",11,11,results\gpt2\graph_payloads\B05_layer11_head11.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,0,results\gpt2\graph_payloads\B06_layer8_head0.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,1,results\gpt2\graph_payloads\B06_layer8_head1.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,2,results\gpt2\graph_payloads\B06_layer8_head2.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,3,results\gpt2\graph_payloads\B06_layer8_head3.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,4,results\gpt2\graph_payloads\B06_layer8_head4.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,5,results\gpt2\graph_payloads\B06_layer8_head5.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,6,results\gpt2\graph_payloads\B06_layer8_head6.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,7,results\gpt2\graph_payloads\B06_layer8_head7.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,8,results\gpt2\graph_payloads\B06_layer8_head8.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,9,results\gpt2\graph_payloads\B06_layer8_head9.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,10,results\gpt2\graph_payloads\B06_layer8_head10.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",8,11,results\gpt2\graph_payloads\B06_layer8_head11.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,0,results\gpt2\graph_payloads\B06_layer11_head0.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,1,results\gpt2\graph_payloads\B06_layer11_head1.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,2,results\gpt2\graph_payloads\B06_layer11_head2.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,3,results\gpt2\graph_payloads\B06_layer11_head3.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,4,results\gpt2\graph_payloads\B06_layer11_head4.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,5,results\gpt2\graph_payloads\B06_layer11_head5.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,6,results\gpt2\graph_payloads\B06_layer11_head6.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,7,results\gpt2\graph_payloads\B06_layer11_head7.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,8,results\gpt2\graph_payloads\B06_layer11_head8.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,9,results\gpt2\graph_payloads\B06_layer11_head9.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,10,results\gpt2\graph_payloads\B06_layer11_head10.json
B06,logical_relational,conditional_identity,,"If the key opens the chest, then the chest opens with the key.",11,11,results\gpt2\graph_payloads\B06_layer11_head11.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,0,results\gpt2\graph_payloads\B07_layer8_head0.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,1,results\gpt2\graph_payloads\B07_layer8_head1.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,2,results\gpt2\graph_payloads\B07_layer8_head2.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,3,results\gpt2\graph_payloads\B07_layer8_head3.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,4,results\gpt2\graph_payloads\B07_layer8_head4.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,5,results\gpt2\graph_payloads\B07_layer8_head5.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,6,results\gpt2\graph_payloads\B07_layer8_head6.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,7,results\gpt2\graph_payloads\B07_layer8_head7.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,8,results\gpt2\graph_payloads\B07_layer8_head8.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,9,results\gpt2\graph_payloads\B07_layer8_head9.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,10,results\gpt2\graph_payloads\B07_layer8_head10.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",8,11,results\gpt2\graph_payloads\B07_layer8_head11.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,0,results\gpt2\graph_payloads\B07_layer11_head0.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,1,results\gpt2\graph_payloads\B07_layer11_head1.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,2,results\gpt2\graph_payloads\B07_layer11_head2.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,3,results\gpt2\graph_payloads\B07_layer11_head3.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,4,results\gpt2\graph_payloads\B07_layer11_head4.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,5,results\gpt2\graph_payloads\B07_layer11_head5.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,6,results\gpt2\graph_payloads\B07_layer11_head6.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,7,results\gpt2\graph_payloads\B07_layer11_head7.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,8,results\gpt2\graph_payloads\B07_layer11_head8.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,9,results\gpt2\graph_payloads\B07_layer11_head9.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,10,results\gpt2\graph_payloads\B07_layer11_head10.json
B07,logical_relational,conditional_membership,,"If every square is blue, then this tile is blue.",11,11,results\gpt2\graph_payloads\B07_layer11_head11.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,0,results\gpt2\graph_payloads\B08_layer8_head0.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,1,results\gpt2\graph_payloads\B08_layer8_head1.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,2,results\gpt2\graph_payloads\B08_layer8_head2.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,3,results\gpt2\graph_payloads\B08_layer8_head3.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,4,results\gpt2\graph_payloads\B08_layer8_head4.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,5,results\gpt2\graph_payloads\B08_layer8_head5.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,6,results\gpt2\graph_payloads\B08_layer8_head6.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,7,results\gpt2\graph_payloads\B08_layer8_head7.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,8,results\gpt2\graph_payloads\B08_layer8_head8.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,9,results\gpt2\graph_payloads\B08_layer8_head9.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,10,results\gpt2\graph_payloads\B08_layer8_head10.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",8,11,results\gpt2\graph_payloads\B08_layer8_head11.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,0,results\gpt2\graph_payloads\B08_layer11_head0.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,1,results\gpt2\graph_payloads\B08_layer11_head1.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,2,results\gpt2\graph_payloads\B08_layer11_head2.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,3,results\gpt2\graph_payloads\B08_layer11_head3.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,4,results\gpt2\graph_payloads\B08_layer11_head4.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,5,results\gpt2\graph_payloads\B08_layer11_head5.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,6,results\gpt2\graph_payloads\B08_layer11_head6.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,7,results\gpt2\graph_payloads\B08_layer11_head7.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,8,results\gpt2\graph_payloads\B08_layer11_head8.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,9,results\gpt2\graph_payloads\B08_layer11_head9.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,10,results\gpt2\graph_payloads\B08_layer11_head10.json
B08,logical_relational,conditional_exclusion,,"If no cat is silent, then this kitten is not silent.",11,11,results\gpt2\graph_payloads\B08_layer11_head11.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,0,results\gpt2\graph_payloads\B09_layer8_head0.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,1,results\gpt2\graph_payloads\B09_layer8_head1.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,2,results\gpt2\graph_payloads\B09_layer8_head2.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,3,results\gpt2\graph_payloads\B09_layer8_head3.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,4,results\gpt2\graph_payloads\B09_layer8_head4.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,5,results\gpt2\graph_payloads\B09_layer8_head5.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,6,results\gpt2\graph_payloads\B09_layer8_head6.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,7,results\gpt2\graph_payloads\B09_layer8_head7.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,8,results\gpt2\graph_payloads\B09_layer8_head8.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,9,results\gpt2\graph_payloads\B09_layer8_head9.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,10,results\gpt2\graph_payloads\B09_layer8_head10.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,11,results\gpt2\graph_payloads\B09_layer8_head11.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,0,results\gpt2\graph_payloads\B09_layer11_head0.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,1,results\gpt2\graph_payloads\B09_layer11_head1.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,2,results\gpt2\graph_payloads\B09_layer11_head2.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,3,results\gpt2\graph_payloads\B09_layer11_head3.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,4,results\gpt2\graph_payloads\B09_layer11_head4.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,5,results\gpt2\graph_payloads\B09_layer11_head5.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,6,results\gpt2\graph_payloads\B09_layer11_head6.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,7,results\gpt2\graph_payloads\B09_layer11_head7.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,8,results\gpt2\graph_payloads\B09_layer11_head8.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,9,results\gpt2\graph_payloads\B09_layer11_head9.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,10,results\gpt2\graph_payloads\B09_layer11_head10.json
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,11,results\gpt2\graph_payloads\B09_layer11_head11.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,0,results\gpt2\graph_payloads\B10_layer8_head0.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,1,results\gpt2\graph_payloads\B10_layer8_head1.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,2,results\gpt2\graph_payloads\B10_layer8_head2.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,3,results\gpt2\graph_payloads\B10_layer8_head3.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,4,results\gpt2\graph_payloads\B10_layer8_head4.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,5,results\gpt2\graph_payloads\B10_layer8_head5.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,6,results\gpt2\graph_payloads\B10_layer8_head6.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,7,results\gpt2\graph_payloads\B10_layer8_head7.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,8,results\gpt2\graph_payloads\B10_layer8_head8.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,9,results\gpt2\graph_payloads\B10_layer8_head9.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,10,results\gpt2\graph_payloads\B10_layer8_head10.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,11,results\gpt2\graph_payloads\B10_layer8_head11.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,0,results\gpt2\graph_payloads\B10_layer11_head0.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,1,results\gpt2\graph_payloads\B10_layer11_head1.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,2,results\gpt2\graph_payloads\B10_layer11_head2.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,3,results\gpt2\graph_payloads\B10_layer11_head3.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,4,results\gpt2\graph_payloads\B10_layer11_head4.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,5,results\gpt2\graph_payloads\B10_layer11_head5.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,6,results\gpt2\graph_payloads\B10_layer11_head6.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,7,results\gpt2\graph_payloads\B10_layer11_head7.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,8,results\gpt2\graph_payloads\B10_layer11_head8.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,9,results\gpt2\graph_payloads\B10_layer11_head9.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,10,results\gpt2\graph_payloads\B10_layer11_head10.json
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,11,results\gpt2\graph_payloads\B10_layer11_head11.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,0,results\gpt2\graph_payloads\C01_layer8_head0.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,1,results\gpt2\graph_payloads\C01_layer8_head1.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,2,results\gpt2\graph_payloads\C01_layer8_head2.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,3,results\gpt2\graph_payloads\C01_layer8_head3.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,4,results\gpt2\graph_payloads\C01_layer8_head4.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,5,results\gpt2\graph_payloads\C01_layer8_head5.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,6,results\gpt2\graph_payloads\C01_layer8_head6.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,7,results\gpt2\graph_payloads\C01_layer8_head7.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,8,results\gpt2\graph_payloads\C01_layer8_head8.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,9,results\gpt2\graph_payloads\C01_layer8_head9.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,10,results\gpt2\graph_payloads\C01_layer8_head10.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,11,results\gpt2\graph_payloads\C01_layer8_head11.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,0,results\gpt2\graph_payloads\C01_layer11_head0.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,1,results\gpt2\graph_payloads\C01_layer11_head1.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,2,results\gpt2\graph_payloads\C01_layer11_head2.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,3,results\gpt2\graph_payloads\C01_layer11_head3.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,4,results\gpt2\graph_payloads\C01_layer11_head4.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,5,results\gpt2\graph_payloads\C01_layer11_head5.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,6,results\gpt2\graph_payloads\C01_layer11_head6.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,7,results\gpt2\graph_payloads\C01_layer11_head7.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,8,results\gpt2\graph_payloads\C01_layer11_head8.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,9,results\gpt2\graph_payloads\C01_layer11_head9.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,10,results\gpt2\graph_payloads\C01_layer11_head10.json
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,11,results\gpt2\graph_payloads\C01_layer11_head11.json
